p(t)=0.75-0.75*((1-(4*alpha/3))^t)
alpha=0.01
Time,p(t)
325,0.740439962988
326,0.740567430148
327,0.740693197746
328,0.740817288443
329,0.740939724597
330,0.741060528269
331,0.741179721226
332,0.741297324943
333,0.74141336061
334,0.741527849135
335,0.741640811147
336,0.741752266998
337,0.741862236772
338,0.741970740281
339,0.742077797077
340,0.74218342645
341,0.74228764743
342,0.742390478798
343,0.742491939081
344,0.74259204656
345,0.742690819272
346,0.742788275015
347,0.742884431348
348,0.742979305597
349,0.743072914856
350,0.743165275991
351,0.743256405644
352,0.743346320236
353,0.743435035966
354,0.74352256882
355,0.743608934569
356,0.743694148775
357,0.743778226791
358,0.743861183767
359,0.74394303465
360,0.744023794188
361,0.744103476932
362,0.74418209724
363,0.744259669277
364,0.74433620702
365,0.744411724259
366,0.744486234603
367,0.744559751475
368,0.744632288122
369,0.744703857613
370,0.744774472845
371,0.744844146541
372,0.744912891253
373,0.74498071937
374,0.745047643112
375,0.745113674537
376,0.745178825543
377,0.745243107869
378,0.745306533098
379,0.745369112656
380,0.745430857821
381,0.745491779717
382,0.74555188932
383,0.745611197463
384,0.74566971483
385,0.745727451966
386,0.745784419273
387,0.745840627016
388,0.745896085322
389,0.745950804185
390,0.746004793462
391,0.746058062883
392,0.746110622044
393,0.746162480417
394,0.746213647345
395,0.746264132047
396,0.746313943619
397,0.746363091038
398,0.746411583157
399,0.746459428715
400,0.746506636332
401,0.746553214515
402,0.746599171654
403,0.746644516032
404,0.746689255819
405,0.746733399074
406,0.746776953753
407,0.746819927703
408,0.746862328667
409,0.746904164285
410,0.746945442095
411,0.746986169533
412,0.74702635394
413,0.747066002554
414,0.74710512252
415,0.747143720886
416,0.747181804608
417,0.747219380546
418,0.747256455472
419,0.747293036066
420,0.747329128918
421,0.747364740533
422,0.747399877326
423,0.747434545628
424,0.747468751686
425,0.747502501664
426,0.747535801642
427,0.74756865762
428,0.747601075518
429,0.747633061178
430,0.747664620362
431,0.747695758757
432,0.747726481974
433,0.747756795548
434,0.74778670494
435,0.747816215541
436,0.747845332667
437,0.747874061565
438,0.747902407411
439,0.747930375312
440,0.747957970308
441,0.74798519737
442,0.748012061405
443,0.748038567253
444,0.74806471969
445,0.748090523427
446,0.748115983115
447,0.74814110334
448,0.748165888629
449,0.748190343447
450,0.748214472201
451,0.748238279239
452,0.748261768849
453,0.748284945264
454,0.748307812661
455,0.748330375158
456,0.748352636823
457,0.748374601665
458,0.748396273643
459,0.748417656661
460,0.748438754572
461,0.748459571178
462,0.748480110229
463,0.748500375426
464,0.74852037042
465,0.748540098815
466,0.748559564164
467,0.748578769975
468,0.748597719709
469,0.748616416779
470,0.748634864556
471,0.748653066361
472,0.748671025477
473,0.748688745137
474,0.748706228535
475,0.748723478821
476,0.748740499104
477,0.748757292449
478,0.748773861883
479,0.748790210391
480,0.748806340919
481,0.748822256374
482,0.748837959622
483,0.748853453494
484,0.748868740781
485,0.748883824237
486,0.74889870658
487,0.748913390493
488,0.748927878619
489,0.748942173571
490,0.748956277923
491,0.748970194218
492,0.748983924962
493,0.748997472629
494,0.74901083966
495,0.749024028465
496,0.749037041419
497,0.749049880866
498,0.749062549122
499,0.749075048467
500,0.749087381154
